algoritms,sak_speletajs,virknes_garums,uzvaretajs,cilveka_punkti,datora_punkti,videjais_datora_gajiena_laiks_us,genereto_virsotnu_skaits,noverteto_virsotnu_skaits
Alpha-Beta,Cilveks,15,Cilvēks,72,74,567.6847150815385,48279,9369
